name,population,households,lad_trse_rank,lad_vul_rank,lad_disability_and_caring_rank,lad_childcare_young_people_rank,lad_low_income_poverty_rank,lad_acc_rank,lad_work_access_rank,lad_education_access_rank,lad_health_access_rank,lad_amenities_access_rank,lad_trse_10pct,lad_trse_30pct,ca_trse_rank,ca_vul_rank,ca_disability_and_caring_rank,ca_childcare_young_people_rank,ca_low_income_poverty_rank,ca_acc_rank,ca_work_access_rank,ca_education_access_rank,ca_health_access_rank,ca_amenities_access_rank,ca_trse_10pct,ca_trse_30pct,eng_trse_rank,eng_vul_rank,eng_disability_and_caring_rank,eng_childcare_young_people_rank,eng_low_income_poverty_rank,eng_acc_rank,eng_work_access_rank,eng_education_access_rank,eng_health_access_rank,eng_amenities_access_rank,eng_trse_10pct,eng_trse_30pct,high_risk_pop,feature_type
E00024141,366,133,13.85,69.67,90.55,31.76,76.04,26.48,42.86,25.49,32.09,16.81,FALSE,TRUE,19.8,63.62,83.33,26.81,76.53,30.27,29.33,18.02,60.81,24.45,FALSE,TRUE,38.55,52.95,75.63,17.45,70.27,64.91,40.95,41.23,79.2,64.92,FALSE,FALSE,0,output_area
E00024142,269,114,2.09,66.7,67.58,51.65,77.25,4.62,6.15,8.9,15.93,4.73,TRUE,TRUE,7.77,60.97,59.19,49.49,77.75,7.99,5.58,5.9,25.94,11.55,TRUE,TRUE,19.83,49.74,46.37,38.72,71.5,37.32,18.26,31.22,53.11,38.13,FALSE,TRUE,269,output_area
E00024143,349,124,31.43,58.46,82.97,36.59,57.8,44.29,80.22,40.55,62.86,35.38,FALSE,FALSE,36.58,53.1,74.21,32.3,58.49,46.85,69.95,28.82,86.08,36.3,FALSE,FALSE,53.72,40.51,64.13,22.3,49.15,74.83,69.37,47.13,91.9,73.43,FALSE,FALSE,0,output_area
E00024144,263,120,5.71,73.52,51.21,73.19,82.64,8.79,21.81,12.75,14.07,6.15,TRUE,TRUE,12.53,67.4,44.41,70.89,83.96,12.41,14.92,7.84,24.63,14.67,FALSE,TRUE,28.2,57.11,32.34,60.87,78.66,44.1,29.66,33.89,52.24,47.33,FALSE,TRUE,0,output_area
E00024145,369,129,19.12,72.64,77.47,42.64,88.13,32.86,56.15,29.34,51.87,21.21,FALSE,TRUE,26.61,66.85,68.73,39.55,88.67,37.08,41.69,21.33,81.32,28.2,FALSE,TRUE,45.52,56.54,57.39,29.35,83.98,69.63,49.62,43.16,89.49,67.99,FALSE,FALSE,0,output_area
E00024146,299,126,14.51,79.45,74.4,53.96,96.7,4.95,13.19,7.25,14.51,4.07,FALSE,TRUE,20.46,74.12,64.97,51.93,96.41,8.35,11.15,4.97,24.91,10.38,FALSE,TRUE,39.29,65.43,52.9,41.07,93.7,38.01,26.01,29.98,52.45,35.89,FALSE,FALSE,0,output_area
E00024147,307,131,46.92,87.8,64.84,93.63,87.47,7.91,18.68,10.55,15.05,5.93,FALSE,FALSE,49.49,86,56.52,90.54,88.24,11.52,13.37,6.71,25.25,14.05,FALSE,FALSE,62.24,79.92,43.65,86.54,83.58,42.97,28.07,32.29,52.68,44.98,FALSE,FALSE,0,output_area
E00024148,357,121,12.31,64.51,87.25,32.75,70.99,25.05,50.77,13.63,27.25,17.58,FALSE,TRUE,18.56,59.19,78.64,27.52,71.33,28.81,36.02,8.42,52.21,24.87,FALSE,TRUE,36.97,47.66,69.81,18.16,64.06,63.79,45.68,34.37,74.3,65.25,FALSE,FALSE,0,output_area
E00024150,234,109,10,60.88,52.97,66.59,64.07,22.42,43.52,9.78,25.93,14.84,TRUE,TRUE,16.5,55.8,46.13,63.58,65.16,26.62,29.77,6.44,48.32,23.04,FALSE,TRUE,34.17,43.81,33.92,52.68,56.77,61.73,41.24,31.98,72.08,63.32,FALSE,FALSE,0,output_area
E00024151,298,114,13.63,45.27,73.19,38.35,35.05,26.26,46.7,12.64,38.68,15.93,FALSE,TRUE,19.72,40.54,64,34,36.54,30.19,32.76,7.83,73.54,23.8,FALSE,TRUE,38.46,26.81,51.83,23.79,25.22,64.85,43.37,33.86,85.91,64.19,FALSE,FALSE,0,output_area
E00024152,333,145,17.03,2.2,10.11,3.41,13.63,30,56.48,13.52,49.12,20,FALSE,TRUE,23.21,2.15,9.37,2.91,14.23,33.66,42.13,8.31,79.86,26.51,FALSE,TRUE,42.22,0.66,6.89,1.15,8.03,67.46,49.89,34.28,88.9,66.64,FALSE,FALSE,0,output_area
E00024153,314,109,36.04,47.36,78.13,26.37,44.18,48.68,83.52,42.86,68.24,40,FALSE,FALSE,39.66,41.79,69.03,21.46,44.53,49.94,76.03,30.14,88.52,38.63,FALSE,FALSE,55.88,28.09,57.74,13.02,33.47,76.15,74.01,47.77,93.16,74.69,FALSE,FALSE,0,output_area
E00024154,352,126,27.14,55.93,50.88,57.8,60.55,40.55,76.48,33.3,55.6,31.54,FALSE,TRUE,32.96,50.62,44.13,54.7,61.72,43.41,64.73,24.47,83.07,34.06,FALSE,FALSE,51.1,37.8,32.12,43.95,52.85,73.19,65.55,45.01,90.37,72.04,FALSE,FALSE,0,output_area
E00024155,298,116,26.92,17.36,17.36,27.03,26.59,40.33,78.13,29.12,57.8,31.98,FALSE,TRUE,32.9,15.78,16.33,21.86,28.4,43.34,67.15,21.08,83.76,34.32,FALSE,FALSE,51.06,6.63,11.37,13.38,17.96,73.17,67.17,43.06,90.77,72.2,FALSE,FALSE,0,output_area
E00024156,371,157,19.89,17.03,10.99,27.58,30,33.85,67.03,17.8,58.9,23.08,FALSE,TRUE,27.25,15.55,10.12,22.19,32.03,37.74,52.72,11.61,84.42,29.53,FALSE,TRUE,46.21,6.51,7.39,13.65,21.19,70.08,56.99,36.9,91.1,68.94,FALSE,FALSE,0,output_area
E00024157,396,120,20.99,54.73,76.59,28.13,61.43,34.84,63.85,28.24,49.89,24.18,FALSE,TRUE,28.13,48.83,67.35,22.53,62.53,38.6,48.95,19.8,80.29,30.25,FALSE,TRUE,46.97,35.64,55.78,13.95,53.84,70.57,54.49,42.3,89.09,69.49,FALSE,FALSE,0,output_area
E00024158,342,135,19.67,2.75,14.4,3.96,9.23,33.41,67.75,16.15,59.01,22.97,FALSE,TRUE,26.98,2.45,13.56,3.5,10.39,37.46,53.25,10.39,84.49,29.32,FALSE,TRUE,45.91,0.74,9.46,1.4,5.92,69.88,57.4,36.03,91.12,68.76,FALSE,FALSE,0,output_area
E00024159,252,119,14.73,71.21,22.64,98.13,66.04,27.69,49.01,16.81,32.64,19.89,FALSE,TRUE,20.59,65.19,21.15,94.5,67.13,31.07,34.63,10.83,62.75,26.27,FALSE,TRUE,39.48,54.72,14.61,93.27,59.13,65.56,44.65,36.39,80.28,66.47,FALSE,FALSE,0,output_area
E00024160,321,122,34.62,43.52,63.19,27.25,50.77,47.25,83.19,41.65,70.22,37.36,FALSE,FALSE,38.66,38.77,55.48,22.07,50.48,49,75.67,29.39,89.45,37.44,FALSE,FALSE,55.18,25.06,42.62,13.52,39.9,75.73,73.73,47.41,93.52,74,FALSE,FALSE,0,output_area
E00024161,342,154,40.99,48.57,54.95,46.37,51.1,52.75,89.67,44.07,71.32,46.81,FALSE,FALSE,44.21,43.24,47.56,43.05,50.88,54.08,86.08,30.72,90,42.71,FALSE,FALSE,58.95,29.58,35.05,32.64,40.31,77.98,83.35,48.04,93.76,76.77,FALSE,FALSE,0,output_area
E00024162,315,135,29.23,57.36,71.32,39.45,63.41,42.31,79.45,35.27,62.97,33.85,FALSE,TRUE,34.97,51.48,62.65,35.3,64.39,45.33,68.85,25.59,86.09,35.28,FALSE,FALSE,52.64,38.85,50.51,25.15,55.9,74.15,68.65,45.52,91.9,72.78,FALSE,FALSE,0,output_area
E00024163,276,119,19.78,10.11,20.11,32.53,3.63,33.52,67.91,16.04,60.77,22.75,FALSE,TRUE,27,10.13,18.16,27.34,3.62,37.49,53.28,10.38,85.29,29.05,FALSE,TRUE,45.91,3.84,12.54,17.99,2.26,69.88,57.4,36.02,91.53,68.61,FALSE,FALSE,0,output_area
E00024164,392,174,32.09,53.08,70.11,50.99,41.65,44.84,82.97,31.87,67.14,37.03,FALSE,FALSE,37.06,46.94,61.76,48.58,41.91,47.38,74.75,23.72,87.85,37.3,FALSE,FALSE,54.08,33.56,49.36,37.91,30.93,75.05,73.04,44.57,92.81,73.89,FALSE,FALSE,0,output_area
E00024165,184,111,41.76,35.27,4.62,71.1,21.43,53.63,90.11,48.46,72.25,46.7,FALSE,FALSE,44.87,31.33,4.25,69.09,22.83,54.75,86.25,32.86,90.31,42.62,FALSE,FALSE,59.3,17.81,3.57,58.81,13.69,78.19,83.5,48.86,93.93,76.73,FALSE,FALSE,0,output_area
E00024166,356,138,26.7,45.16,47.58,51.76,43.3,40.11,77.36,26.37,68.35,29.78,FALSE,TRUE,32.82,40.53,40.95,49.88,43.54,43.25,65.88,18.57,88.63,33.48,FALSE,FALSE,50.97,26.79,29.34,39.01,32.45,73.11,66.24,41.57,93.2,71.64,FALSE,FALSE,0,output_area
E00024167,321,132,26.37,56.59,22.09,81.32,55.38,39.89,73.41,32.97,54.4,31.65,FALSE,TRUE,32.51,50.93,20.29,79.17,55.72,42.98,61.81,24.08,82.28,34.11,FALSE,FALSE,50.76,38.15,14.02,70.05,45.72,72.98,63.35,44.79,89.98,72.07,FALSE,FALSE,0,output_area
E00024168,281,143,38.79,50.77,35.82,68.79,44.95,51.1,89.23,44.29,70,44.4,FALSE,FALSE,42.57,44.79,32.02,66.33,45.45,52.65,85.63,30.8,89.4,40.79,FALSE,FALSE,57.86,31.28,22.22,55.69,34.52,77.34,82.97,48.06,93.51,75.76,FALSE,FALSE,0,output_area
E00024169,219,130,41.54,43.63,45.71,64.18,26.26,53.41,89.45,41.1,80,46.48,FALSE,FALSE,44.78,38.94,39.15,61.64,28.08,54.67,85.9,29.19,93.27,42.42,FALSE,FALSE,59.22,25.17,27.75,50.84,17.77,78.14,83.18,47.32,95.63,76.66,FALSE,FALSE,0,output_area
E00024170,281,138,26.48,46.7,20.66,57.58,56.04,40,75.88,24.29,62.58,32.31,FALSE,TRUE,32.59,41.45,18.88,54.31,56.45,43.1,64.55,16.67,85.93,34.5,FALSE,FALSE,50.83,27.79,13.03,43.59,46.84,73.02,65.43,40.52,91.83,72.31,FALSE,FALSE,0,output_area
E00024297,275,110,23.63,30.99,46.59,11.21,44.07,37.25,43.08,43.52,38.46,34.84,FALSE,TRUE,30.29,27.24,39.88,9.45,44.52,40.79,29.58,30.52,73.49,35.81,FALSE,FALSE,48.98,14.39,28.48,4.37,33.46,71.86,41.09,47.93,85.88,73.09,FALSE,FALSE,0,output_area
E00024298,315,118,26.15,19.12,9.78,33.96,31.43,39.67,44.29,32.64,40.33,43.08,FALSE,TRUE,32.41,18.46,9.01,29.13,33.27,42.92,30.53,23.98,74.97,40.32,FALSE,FALSE,50.7,8.39,6.64,19.46,22.32,72.94,41.77,44.71,86.73,75.53,FALSE,FALSE,0,output_area
E00024299,261,121,18.9,69.23,44.95,72.75,78.46,32.75,32.09,36.59,36.59,28.79,FALSE,TRUE,26.53,63.16,38.71,70.62,80.04,37.02,21.44,26.29,71.19,32.65,FALSE,TRUE,45.46,52.39,27.46,60.6,74.16,69.6,34.8,45.85,84.61,71.13,FALSE,FALSE,0,output_area
E00024300,413,181,20.22,15.38,19.34,28.9,21.1,34.18,29.45,13.85,36.04,42.64,FALSE,TRUE,27.55,14.16,17.7,23.29,22.09,38.01,19.82,8.54,70.87,40.04,FALSE,TRUE,46.51,5.81,12.19,14.61,13.09,70.27,33.61,34.48,84.48,75.37,FALSE,FALSE,0,output_area
E00024301,231,122,18.02,15.27,10.77,40.66,9.67,31.32,28.68,22.09,33.52,32.53,FALSE,TRUE,24.93,14.12,9.79,36.44,10.85,35.36,19.04,15.01,65.2,34.61,FALSE,TRUE,43.97,5.79,7.16,26.44,6.22,68.63,32.89,39.52,81.5,72.37,FALSE,FALSE,0,output_area
E00024302,235,110,18.24,46.26,18.02,65.27,49.78,31.98,32.31,31.98,37.36,27.47,FALSE,TRUE,25.85,41.17,16.9,62.7,50.01,36.4,21.59,23.8,72.2,31.9,FALSE,TRUE,44.84,27.5,11.65,51.9,39.14,69.21,34.91,44.61,85.15,70.6,FALSE,FALSE,0,output_area
E00024303,207,107,26.59,83.96,33.08,96.92,92.75,32.31,31.76,32.86,37.14,28.68,FALSE,TRUE,32.66,80.5,29.9,93.43,93.4,36.79,21.16,24.06,71.83,32.55,FALSE,FALSE,50.85,73.03,20.47,91.15,89.68,69.43,34.59,44.78,84.98,71.06,FALSE,FALSE,0,output_area
E00024304,309,116,17.58,5.16,7.14,17.69,17.47,30.44,26.48,22.53,31.76,29.56,FALSE,TRUE,23.38,5.24,6.46,15.02,17.85,33.81,17.61,15.2,60.15,33.16,FALSE,TRUE,42.35,1.74,4.93,8.01,10.41,67.54,31.71,39.64,78.83,71.47,FALSE,FALSE,0,output_area
E00024305,301,130,48.79,88.68,82.64,75.49,92.09,25.71,14.29,14.51,34.4,20.66,FALSE,FALSE,52.51,87.07,73.72,73.62,92.45,29.43,11.73,9.3,67.62,27.29,FALSE,FALSE,64.14,81.02,63.39,63.89,88.44,64.28,26.55,35.07,82.73,67.27,FALSE,FALSE,0,output_area
E00024306,258,110,16.81,26.04,34.29,30.22,32.2,29.67,28.13,25.38,31.54,28.02,FALSE,TRUE,23.13,23.96,30.34,24.87,33.59,33.58,18.65,17.85,59.42,32.26,FALSE,TRUE,42.15,11.96,20.85,15.8,22.55,67.41,32.56,41.15,78.39,70.84,FALSE,FALSE,0,output_area
E00024307,326,117,17.36,0.44,1.1,2.09,11.1,30.22,25.38,20.22,28.68,33.08,FALSE,TRUE,23.3,0.28,1.05,1.55,11.86,33.73,17.04,13.45,54.43,34.84,FALSE,TRUE,42.28,0.08,1.23,0.63,6.74,67.5,31.31,38.51,75.53,72.51,FALSE,FALSE,0,output_area
E00024308,322,133,57.03,91.21,58.57,98.35,91.54,20.77,11.87,19.45,25.27,15.49,FALSE,FALSE,60.15,89.37,51.43,95,91.94,25.54,10.54,12.78,47.51,23.52,FALSE,FALSE,68.62,83.56,38.57,94.14,87.69,60.82,25.23,37.92,71.55,63.86,FALSE,FALSE,0,output_area
E00024309,251,111,21.54,82.75,31.87,96.59,90.44,20.11,11.65,18.79,24.62,14.51,FALSE,TRUE,28.45,78.72,28.74,93.24,91.06,24.59,10.37,12.24,45.44,22.62,FALSE,TRUE,47.28,70.77,19.79,90.77,86.73,59.99,25.08,37.44,70.38,62.87,FALSE,FALSE,0,output_area
E00024310,289,127,10.66,72.31,61.43,67.14,79.67,23.19,13.41,14.73,30.33,19.56,FALSE,TRUE,17.5,66.52,53.67,64.19,81.25,27.58,11.2,9.35,57.74,26.03,FALSE,TRUE,35.56,56.09,40.88,53.3,75.61,62.75,26.06,35.11,77.44,66.31,FALSE,FALSE,0,output_area
E00024311,400,149,9.34,70.11,72.31,44.84,86.04,21.65,12.86,14.95,30.11,15.6,TRUE,TRUE,16.05,63.9,63.09,41.51,87.12,26.18,11.03,9.6,57.52,23.57,FALSE,TRUE,33.68,53.33,50.87,31.2,82.07,61.37,25.85,35.38,77.33,63.93,FALSE,FALSE,0,output_area
E00024312,288,122,6.59,72.09,52.09,68.24,84.84,18.79,13.63,14.29,20.44,14.4,TRUE,TRUE,13.51,66.24,45.37,65.57,86.05,23.32,11.41,8.97,34.42,22.59,FALSE,TRUE,30.03,55.8,33.23,54.96,81.03,58.57,26.28,34.86,62.66,62.84,FALSE,FALSE,0,output_area
E00024314,346,149,3.19,68.9,45.93,75.71,75.16,11.1,9.89,7.03,16.04,12.53,TRUE,TRUE,9.1,62.85,39.35,73.9,75.55,15.78,9.32,4.92,25.95,20.53,TRUE,TRUE,22.21,51.97,27.92,64.23,69.18,48.94,24.14,29.93,53.12,59.95,FALSE,TRUE,0,output_area
E00024315,273,115,3.85,13.85,5.05,21.54,33.85,14.18,15.93,11.76,17.14,15.71,TRUE,TRUE,9.86,13.03,4.76,17.32,35.41,18.89,12.37,7.28,26.31,23.61,TRUE,TRUE,23.31,5.23,3.93,9.84,24.17,52.96,27.21,33.27,53.77,63.95,FALSE,TRUE,0,output_area
E00024316,424,145,16.15,0.11,2.86,0.77,2.2,29.12,35.27,22.97,30.55,25.05,FALSE,TRUE,22.47,0.01,2.68,0.54,1.77,32.92,23.9,15.53,57.91,30.68,FALSE,TRUE,41.43,0,2.47,0.23,1.14,66.92,36.7,39.84,77.53,69.73,FALSE,FALSE,0,output_area
E00024317,451,144,11.98,0.22,2.97,1.98,6.15,24.62,25.27,16.7,29.34,19.12,FALSE,TRUE,18.34,0.11,2.78,1.47,6.56,28.56,16.99,10.66,56.12,25.79,FALSE,TRUE,36.63,0.03,2.53,0.6,3.81,63.54,31.29,36.24,76.59,66.09,FALSE,FALSE,0,output_area
E00024318,419,139,12.53,3.74,24.29,1.65,6.26,25.27,27.03,18.46,32.31,17.91,FALSE,TRUE,18.61,3.66,22.7,1.09,6.73,28.86,17.91,11.98,61.62,25.05,FALSE,TRUE,37.05,1.18,15.6,0.47,3.88,63.84,31.99,37.18,79.74,65.45,FALSE,FALSE,0,output_area
E00024319,405,230,40.44,86.81,87.47,89.01,66.26,11.32,20.55,20.77,12.86,11.32,FALSE,FALSE,43.69,84.36,79.33,86.2,67.45,15.97,14.38,13.7,24.04,19.02,FALSE,FALSE,58.66,77.82,70.76,79.58,59.54,49.14,29.19,38.67,51.85,57.48,FALSE,FALSE,0,output_area
E00024320,289,121,54.73,90.22,73.74,80.44,98.68,27.03,18.24,19.23,31.21,23.52,FALSE,FALSE,58.48,88.79,64.47,78.69,98.96,30.74,13.18,12.65,58.58,29.95,FALSE,FALSE,67.58,82.98,52.29,69.48,97.56,65.32,27.91,37.79,77.9,69.28,FALSE,FALSE,0,output_area
E00024321,273,106,66.26,93.41,95.6,66.81,90.88,0.44,0.33,0.33,3.96,1.76,FALSE,FALSE,69.21,91.6,89.77,63.91,91.17,0.94,1.05,0.43,14.97,7.84,FALSE,FALSE,73.3,86.13,85.65,53.01,86.81,20.37,9.18,10.7,44.26,33.38,FALSE,FALSE,0,output_area
E00024322,439,205,80.44,94.95,87.36,85.82,90.33,0.88,0.77,0.88,10.88,3.08,FALSE,FALSE,80.7,93.89,78.78,83.23,91,1.42,1.1,0.5,22.8,9.39,FALSE,FALSE,79.04,89.22,69.98,75.4,86.65,23.18,9.35,10.93,50.92,34.92,FALSE,FALSE,0,output_area
E00024323,284,117,56.04,90.77,95.16,63.96,89.45,2.42,1.65,3.08,9.23,2.64,FALSE,FALSE,59.41,89.13,88.84,61.35,89.77,2.93,1.63,2.8,22.01,9.15,FALSE,FALSE,68.16,83.3,83.99,50.59,85.34,28.68,11.19,24.94,50.29,34.7,FALSE,FALSE,0,output_area
E00024324,315,137,20.88,82.42,86.7,65.6,79.23,11.54,23.41,27.58,15.6,10,FALSE,TRUE,27.92,78.42,78.07,63.07,81.13,16.02,15.94,19.51,25.41,17.67,FALSE,TRUE,46.8,70.46,69.01,52.27,75.5,49.18,30.51,42.1,52.75,55.39,FALSE,FALSE,0,output_area
E00024325,281,127,85.82,95.38,85.6,87.25,94.07,9.12,13.52,7.36,11.76,8.02,FALSE,FALSE,84.71,94.73,76.08,84.44,94.42,13.03,11.3,5,23.25,16.29,FALSE,FALSE,81.16,90.34,66.5,77.18,91,45.07,26.17,30.06,51.23,52.56,FALSE,FALSE,0,output_area
E00024326,297,146,7.14,59.01,36.37,68.9,65.16,19.45,17.69,26.92,24.84,12.2,TRUE,TRUE,14.18,53.29,32.76,66.36,65.89,24.04,12.98,19.09,45.94,20.27,FALSE,TRUE,31.15,40.67,22.76,55.73,57.46,59.45,27.73,41.87,70.62,59.61,FALSE,FALSE,0,output_area
E00024327,280,137,18.35,74.51,52.2,86.81,71.1,32.2,32.75,30.55,47.14,25.38,FALSE,TRUE,26.22,68.12,45.45,83.83,71.34,36.72,21.9,22.53,78.78,30.74,FALSE,TRUE,45.16,57.98,33.33,76.25,64.08,69.4,35.18,43.99,88.48,69.75,FALSE,FALSE,0,output_area
E00024328,253,114,10.33,78.02,70.33,82.97,67.69,10.88,20.66,27.03,14.95,9.34,FALSE,TRUE,16.95,71.55,61.88,80.07,68.5,15.51,14.42,19.17,25.11,17.25,FALSE,TRUE,34.82,62.2,49.56,71.21,60.98,48.56,29.21,41.91,52.57,54.71,FALSE,FALSE,0,output_area
E00024329,473,215,99.01,99.01,98.9,80.33,97.8,4.07,13.08,4.29,9.45,1.98,FALSE,FALSE,99.14,99.14,93.66,78.66,97.72,7,11.14,3.77,22.15,8.38,FALSE,FALSE,94.44,97.21,91.48,69.46,95.45,35.98,25.98,27.71,50.37,33.96,FALSE,FALSE,0,output_area
E00024330,227,120,1.87,49.23,17.58,86.48,31.1,11.43,23.63,24.18,14.84,10.88,TRUE,TRUE,7.45,43.64,16.41,83.6,32.84,15.99,16,16.62,25.07,18.09,TRUE,TRUE,19.25,30.07,11.44,75.89,21.9,49.17,30.56,40.49,52.55,56.04,FALSE,TRUE,227,output_area
E00024331,305,133,13.08,73.08,84.07,49.67,75.49,25.6,37.47,37.36,26.48,16.37,FALSE,TRUE,19.11,67.19,75.06,47.22,75.79,29.42,25.35,26.69,50.84,23.99,FALSE,TRUE,37.65,56.88,65.25,36.75,69.4,64.27,37.83,46.04,73.56,64.37,FALSE,FALSE,0,output_area
E00024332,404,158,63.41,92.75,94.62,68.35,89.67,27.25,16.59,19.56,34.29,21.54,FALSE,FALSE,66.32,91.02,88.43,65.64,89.87,30.93,12.66,12.83,67.59,28.42,FALSE,FALSE,71.86,85.35,83.48,55,85.42,65.42,27.49,37.96,82.71,68.14,FALSE,FALSE,0,output_area
E00024333,290,134,11.1,32.53,19.45,47.14,33.19,23.52,29.67,31.43,26.15,15.27,FALSE,TRUE,17.76,28.34,17.77,43.82,34.4,27.89,19.85,23.25,49.22,23.31,FALSE,TRUE,35.94,15.29,12.24,33.34,23.29,63.04,33.65,44.35,72.56,63.64,FALSE,FALSE,0,output_area
E00024334,284,133,13.96,60.44,65.71,57.25,62.42,26.59,36.59,34.18,27.14,18.02,FALSE,TRUE,19.82,55.54,57.32,54.16,63.46,30.29,24.8,25.02,52.02,25.16,FALSE,TRUE,38.57,43.53,44.43,43.43,54.86,64.92,37.36,45.25,74.23,65.58,FALSE,FALSE,0,output_area
E00024335,251,113,14.07,75.71,64.62,67.69,82.75,26.7,27.47,29.67,32.42,18.9,FALSE,TRUE,19.95,69.18,56.4,64.88,84.04,30.41,18.25,21.72,61.63,25.59,FALSE,TRUE,38.72,59.36,43.54,54.02,78.76,65.03,32.21,43.48,79.75,65.86,FALSE,FALSE,0,output_area
E00024336,313,124,98.02,98.02,94.4,82.09,97.69,27.91,30.99,21.87,31.32,21.65,FALSE,FALSE,97.6,98.26,88.17,79.54,97.69,31.44,20.69,14.87,58.63,28.43,FALSE,FALSE,90.89,95.4,82.97,70.45,95.42,65.77,34.24,39.44,77.92,68.15,FALSE,FALSE,0,output_area
E00024337,297,118,56.15,90.88,97.03,56.92,91.87,24.84,31.32,19.89,23.19,20.44,FALSE,FALSE,59.45,89.14,91.84,53.88,92.17,28.65,20.85,13.24,41.23,27.08,FALSE,FALSE,68.17,83.3,88.69,43.11,88.13,63.62,34.41,38.31,67.68,67.08,FALSE,FALSE,0,output_area
E00024338,296,131,59.56,91.98,83.63,78.24,93.74,24.51,33.52,15.6,29.89,17.36,FALSE,FALSE,62.4,90.05,74.5,76.24,94.13,28.55,22.59,10.1,57.41,24.79,FALSE,FALSE,69.89,84.27,64.5,66.79,90.5,63.54,35.7,35.8,77.26,65.19,FALSE,FALSE,0,output_area
E00024339,259,118,17.8,60.66,76.04,56.15,55.05,31.1,39.89,26.81,52.09,20.77,FALSE,TRUE,24.68,55.74,67.01,53.08,55.58,35.09,27.39,18.99,81.44,27.64,FALSE,TRUE,43.72,43.76,55.35,42.28,45.63,68.46,39.34,41.81,89.53,67.51,FALSE,FALSE,0,output_area
E00024340,394,146,15.71,75.6,87.8,49.01,74.73,28.57,31.65,19.67,32.97,23.3,FALSE,TRUE,21.85,68.98,80.09,46.43,74.87,32.36,21.06,12.96,63.64,29.63,FALSE,TRUE,40.82,59.15,71.67,35.9,68.36,66.51,34.53,38.02,80.68,69.01,FALSE,FALSE,0,output_area
E00024341,377,129,19.45,3.85,16.26,5.71,13.52,33.19,22.09,40.44,38.02,30.44,FALSE,TRUE,26.87,3.86,14.68,5.01,14.08,37.35,14.95,28.81,72.98,33.66,FALSE,TRUE,45.77,1.23,10.21,2.05,7.97,69.79,29.67,47.12,85.55,71.79,FALSE,FALSE,0,output_area
E00024342,385,139,36.59,10.22,21.98,4.18,25.49,49.01,39.45,46.59,78.79,50.88,FALSE,FALSE,40.33,10.16,20.22,3.64,27.54,50.51,26.91,31.84,92.86,44.65,FALSE,FALSE,56.29,3.85,13.99,1.47,17.38,76.4,38.97,48.44,95.35,77.65,FALSE,FALSE,0,output_area
E00024343,304,136,37.36,7.47,13.63,25.6,9.89,49.78,33.08,57.14,56.48,44.73,FALSE,FALSE,41.43,7.57,12.87,20.5,10.9,51.55,22.36,41.42,83.48,40.94,FALSE,FALSE,57.04,2.61,9.07,12.34,6.24,76.85,35.55,55.02,90.59,75.84,FALSE,FALSE,0,output_area
E00024344,376,157,20.33,3.41,5.82,17.36,11.43,34.29,22.97,42.31,37.03,33.52,FALSE,TRUE,27.57,3.37,5.29,14.84,12.25,38.03,15.5,29.59,71.75,35.08,FALSE,TRUE,46.53,1.06,4.26,7.89,6.97,70.28,30.21,47.5,84.94,72.63,FALSE,FALSE,0,output_area
E00024345,301,96,47.8,1.65,12.31,0.99,10.44,59.01,46.92,55.93,79.12,58.79,FALSE,FALSE,51.51,1.74,11.31,0.66,11.24,60.81,33.18,40.85,92.96,51.06,FALSE,FALSE,63.6,0.53,8.18,0.29,6.43,80.71,43.68,54.61,95.39,80.15,FALSE,FALSE,0,output_area
E00024346,231,105,49.56,22.31,19.23,41.32,22.53,60.11,52.97,55.82,82.97,60.55,FALSE,FALSE,53.2,21.26,17.64,37.61,23.44,62.26,38.52,40.63,94.39,52.5,FALSE,FALSE,64.58,10.17,12.11,27.5,14.12,81.26,47.39,54.37,96.23,80.56,FALSE,FALSE,0,output_area
E00024347,328,134,99.34,99.34,95.82,84.4,99.89,0.55,0.44,0.44,13.3,2.2,FALSE,FALSE,99.3,99.3,89.83,81.52,99.72,1.33,1.06,0.45,24.25,8.43,FALSE,FALSE,95.07,97.53,85.69,73.06,99.2,22.77,9.24,10.72,52.01,33.99,FALSE,FALSE,0,output_area
E00024348,276,119,96.15,96.92,96.7,68.13,99.67,0.66,0.55,0.66,11.32,2.97,FALSE,FALSE,92.97,96.73,90.99,65.51,99.65,1.39,1.08,0.48,22.99,9.35,FALSE,FALSE,86.16,92.96,87.46,54.89,98.97,23.12,9.3,10.86,51.04,34.89,FALSE,FALSE,0,output_area
E00024349,299,132,29.34,84.73,95.38,49.78,85.71,1.1,0.66,0.77,12.31,3.3,FALSE,TRUE,35.13,81.55,89.2,47.28,86.67,1.45,1.09,0.49,23.72,9.75,FALSE,FALSE,52.76,74.22,84.9,36.8,81.72,23.4,9.34,10.9,51.58,35.18,FALSE,FALSE,0,output_area
E00024350,246,111,94.51,96.48,85.38,90,95.49,0.99,0.88,0.99,11.43,2.75,FALSE,FALSE,91.48,96.29,76,86.86,95.76,1.43,1.12,0.52,23.09,9.19,FALSE,FALSE,85.11,92.4,66.42,80.58,92.82,23.2,9.37,11,51.1,34.78,FALSE,FALSE,0,output_area
